Title,URL,Source,Summary,Date
How CEOs Should Manage Their Time in the Hybrid Workplace,https://hbr.org/2021/08/how-ceos-should-manage-their-time-in-the-hybrid-workplace,Harvard Business Review,"... has said he'll be far less willing to travel for internal meetings with 
other Boeing employees, which he'd frequently done pre-pandemic.","Aug 26, 2021"
Employees Community Fund and 787 Dreamliner help ...,https://www.boeing.com/features/2019/08/dreams-take-flight-08-19.page,Boeing,"By pooling their funds, Boeing employees and retirees have been able to 
maximize their impact to nonprofits in 20 chapters across the United...","Aug 19, 2019"
Boeing's 737 Max Crisis Wasn't One Man's Fault,https://www.bloomberg.com/opinion/articles/2021-10-18/boeing-s-737-max-crisis-wasn-t-one-man-s-fault,Bloomberg.com,"Casting blame on the Boeing employees who communicated with the FAA also 
diverts attention from why regulators failed to probe more...","Oct 18, 2021"
Netflix employees call for accountability,https://www.kuow.org/stories/netflix-employees-call-for-accountability,KUOW,"Boeing employees are back to work. Can they stay safe? 5 mins. Connect With 
Us. Get a quick look at the most important local stories of the...","Oct 19, 2021"
EXCLUSIVE U.S. opens $500 million fund for relatives of ...,https://www.reuters.com/business/aerospace-defense/exclusive-us-opens-500-million-fund-relatives-boeing-737-max-victims-2021-06-22/,Reuters,"The Justice Department said in January, ""Boeing's employees chose the path 
of profit over candor by concealing material information from the...","Jun 23, 2021"
Panattoni files permits for Boeing-owned land in Frederickson ...,https://www.bizjournals.com/seattle/news/2021/08/19/panattoni-eyes-310-acre-boeing-property.html,The Business Journals,"The land sale will not affect Boeing employees or operations at the site, a 
Boeing Commercial Airplane spokesman told Business Journal in...","Aug 19, 2021"
"Boeing Directors Reach $237.5M Settlement of Shareholders’ 737 MAX Safety 
Lawsuit",https://www.insurancejournal.com/news/national/2021/11/08/641086.htm,Insurance Journal,"... create for at least five years an ombudsperson program to provide 
Boeing employees conducting airplane certification work for the...",1 month ago
Boeing accredited to maintain Chinooks for Royal ...,https://verticalmag.com/press-releases/boeing-accredited-to-maintain-chinooks-for-royal-netherlands-air-force/,Vertical Mag,"With the NLD-MAR-145 accreditation, an in-country maintenance organization 
of eight Boeing employees stationed at Airbase Woensdrecht...","Oct 14, 2021"
"Global Equity, Diversity & Inclusion",https://www.boeing.com/principles/diversity-and-inclusion/index.page,Boeing,"“The Boeing Employees Pride Alliance allows employees to feel safe enough 
to bring their whole selves to work. Once I felt comfortable being myself 
at work,...","Dec 20, 2019"
U.S. requiring inspections for wire failure on Boeing 737 Classic planes,https://www.cnbc.com/2021/05/14/us-requiring-inspections-for-wire-failure-on-boeing-737-classic-planes.html,CNBC,"Boeing employees walk by a new Boeing 737-900 at Boeing Field in Seattle. 
Barry Sweet | Bloomberg | Getty Images. The Federal Aviation...","May 14, 2021"
Values,https://www.boeing.com/principles/values.page,Boeing,"Across our global enterprise, Boeing employees are united by a shared 
commitment to our values, which serve as the guiding principles for all we 
do.","Jul 4, 2020"
Boeing Stock Rises On Surprise Profit; CEO Eyes Winter ...,https://www.investors.com/news/boeing-stock-boeing-earnings-q2-2021-737-max-787-production/,Investor's Business Daily,"In a letter to Boeing employees, CEO David Calhoun said that 30 carriers 
have returned the 737 Max to service since November, flying nearly...","Jul 28, 2021"
Real-life Rosie the Riveter inspires students to reach 'to the ...,https://www.boeing.com/features/2021/02/real-life-rosie-the-riveter-inspires-students-to-reach-to-the-moon-and-the-stars.page,Boeing,"This was Boeing's second engagement with Krier in recent months. Last 
December, 20 Boeing employees from the Ridley Park, Pennsylvania, site...","Feb 23, 2021"
Some US Workers Face Job Losses for Resisting Vaccine Rules,https://learningenglish.voanews.com/a/some-us-workers-face-job-losses-for-resisting-vaccine-rules/6279813.html,VOA Learning English,"In this file photo, Boeing employees and others line the street with signs 
and American flags as they protest the company's coronavirus...","Oct 23, 2021"
Messages show Boeing employees knew in 2016 of problems ...,https://www.washingtonpost.com/local/trafficandcommuting/text-messages-show-boeing-employees-knew-in-2016-of-problems-that-turned-deadly-on-the-737-max/2019/10/18/8578c990-f1ca-11e9-89eb-ec56cd414732_story.html,The Washington Post,"Messages show Boeing employees knew in 2016 of problems that turned deadly 
on the 737 Max. An aerial photo...","Oct 18, 2019"
US Workers Object to Vaccine Requirements,https://learningenglish.voanews.com/a/us-workers-object-to-vaccine-requirements-/6298669.html,VOA Learning English,"Boeing employees and others line the street with signs and American flags 
as they protest the company's coronavirus disease (COVID-19)...",1 month ago
More than a game of fetch: Boeing employees train service ...,https://www.boeing.com/features/2019/06/warrior-canine-connection-06-19.page,Boeing,"Earlier this year, a group of Boeing employees visited the Warrior Canine 
Connection training center outside Washington, D.C. to experience...","Jun 28, 2019"
"Boeing asked to undergo more safety checks, no certification for 777x just 
yet",https://www.hindustantimes.com/world-news/boeing-asked-to-undergo-more-safety-checks-no-certification-for-777x-just-yet-101624923827677.html,Hindustan Times,"Boeing employees and others celebrate as a Boeing 777X airplane returns to 
a hangar after its first test flight at the company's facility in...","Jun 29, 2021"
Workers making Oreos and other Nabisco snacks are on strike in five states.,https://www.nytimes.com/live/2021/08/24/business/economy-stock-market-news,The New York Times,"... said that the F.A.A.'s review was based on a recent survey of a few 
dozen of the 1,400 Boeing employees who work on the agency's behalf...","Aug 24, 2021"
"Boeing to Restart Production in Washington State With 27,000 Workers",https://www.nytimes.com/2020/04/16/business/boeing-restart-production-coronavirus.html,The New York Times,"Boeing employees who return to work in the coming week will find new health 
and safety precautions in place, such as staggered start times...","Apr 16, 2020"
Brian Knowles on Representing Boeing South Carolina ...,https://www.corporatecrimereporter.com/news/200/brian-knowles-on-representing-boeing-south-carolina-whistleblowers/,Corporate Crime Reporter,"How many Boeing employees or former employees do you have as clients? 
“Right now nine clients. John Barnett is the only one who is public.”.","Oct 8, 2021"
Opinion: Religion? Politics? Freedom? These Aren't Valid ...,https://timesofsandiego.com/opinion/2021/10/22/opinion-religion-politics-freedom-these-arent-valid-reasons-to-refuse-a-covid-vaccine/,Times of San Diego,"Boeing employees protest COVID-19 vaccine mandates in Everett, WA, on 
Oct.15. REUTERS/Lindsey Wasson. One of the most confusing and...","Oct 22, 2021"
"Boeing saves cash by giving 82000 workers stock, not pay ...",https://www.chicagotribune.com/business/ct-biz-boeing-737-woes-20201217-3hfcfawykvd6voj4p6ip6piiru-story.html,Chicago Tribune,"Aside from merit pay raises, Boeing employees have typically earned hefty 
annual incentive bonuses paid out in February — until 2020.","Dec 17, 2020"
Boeing Job Moves Take Aim At Unions,https://www.forbes.com/sites/zengernews/2020/10/02/boeing-job-moves-take-aim-at-unions/,Forbes,"... in Aerospace (SPEEA), which represents 11% of Boeing employees. 
“They've spent millions just battling our unions on organizing efforts.","Oct 2, 2020"
"Boeing clears out Seattle-area headquarters complex, indicating a future 
with remote work options",https://www.thedenverchannel.com/news/national/boeing-clears-out-seattle-area-headquarters-complex-indicating-a-future-with-remote-work-options,The Denver Channel,"Boeing employees at the Commercial Airplanes headquarters south of Seattle 
have been told to clear out their stuff over the next few weeks,...","Feb 19, 2021"
Boeing employees provide nearly 900000 meals to fight hunger,https://www.boeing.com/company/about-bca/washington/employees-provide-meals-04-28-17.page,Boeing,"44,740 pounds of non-perishable food and essentials donated by Boeing 
employees in Puget Sound; Over $155,000 in employee contributions and...","Apr 28, 2017"
"Prosecutors Credited Boeing for Compliance, Organizational Reforms",https://www.wsj.com/articles/prosecutors-credited-boeing-for-compliance-organizational-reforms-11610723642,Wall Street Journal,"The probe centered on the role of two Boeing employees who allegedly 
deceived the FAA about the functioning of a new flight-control system.","Jan 15, 2021"
Ethics & Compliance,https://www.boeing.com/principles/ethics-and-compliance.page,Boeing,"Ethical Business Conduct Guidelines (PDF). Please note: This document for 
Boeing employees is being provided for reference to stakeholders outside 
the company.","Mar 21, 2018"
Panattoni weighs options after $200M purchase of former ...,https://www.bizjournals.com/seattle/news/2021/09/19/panattoni-buys-boeing-property-in-frederickson.html,The Business Journals,"The sale will not affect Boeing employees, a Boeing Commercial Airplane 
spokesman told the Business Journal in March.","Sep 19, 2021"
‘I’m not essential’: Boeing employees return to work despite pandemic,https://www.theguardian.com/business/2020/apr/22/boeing-coronavirus-resume-work-washington-state,The Guardian,"More than a dozen Boeing employees in the Puget Sound region have been 
infected with coronavirus, including one worker in Everett who died after...","Apr 22, 2020"
JPMorgan may mandate that employees get the COVID-19 vaccine,https://fortune.com/2021/06/24/jpmorgan-chase-covid-vaccine-employees-mandate-office/,Fortune,"11,000 Boeing employees have asked for exemption from COVID-19 vaccine 
mandate. November 9, 2021. By Julie Johnsson and Bloomberg.","Jun 23, 2021"
Boeing Launches Mentorship Program Powered by Tallo,https://www.businesswire.com/news/home/20210503005020/en/Boeing-Launches-Mentorship-Program-Powered-by-Tallo,Business Wire,"2021 STEM Signing Day honorees invited to participate in virtual mentorship 
sessions with Boeing employees during their first year of...","May 3, 2021"
Boeing to pay $2.5B to settle charge over plane,https://www.capecodtimes.com/story/business/2021/01/10/boeing-pay-2-5-b-settle-criminal-conspiracy-charges-over-737-max/6588532002/,Cape Cod Times,"Prosecutors said Boeing employees concealed important information about the 
plane from the Federal Aviation Administration, then covered up...","Jan 10, 2021"
Boeing Poised to Deliver 787 Jets After Five-Month Drought,https://www.bloomberg.com/news/articles/2021-03-25/boeing-poised-to-resume-787-deliveries-after-five-month-drought,Bloomberg.com,"The agency normally deputizes Boeing employees to conduct what it calls 
Certificates of Airworthiness inspections.","Mar 25, 2021"
"Boeing employees mocked Lion Air's calls for more 737 Max training before 
crash",https://www.latimes.com/business/story/2020-01-14/boeing-max-lion-air,Los Angeles Times,"Boeing employees mocked Lion Air's calls for more 737 Max training before 
crash. Lion Air crash. An engine recovered from the crashed Lion Air...","Jan 14, 2020"
U.S. set to boost FAA oversight of new planes after Boeing 737 Max crashes,https://www.cnbc.com/2020/12/21/us-set-to-boost-faa-oversight-of-new-planes-after-boeing-737-max-crashes.html,CNBC,"The FAA must review Boeing employees performing duties on behalf of the FAA 
to ensure they meet minimum qualifications.","Dec 21, 2020"
Wow: The Boeing 777X Gives Impressive Golf Tournament Flyover,https://simpleflying.com/boeing-777x-golf-flyover/,Simple Flying,"The Boeing Classic has provided millions of dollars in charitable giving 
and countless opportunities for Boeing employees to contribute to...","Aug 24, 2021"
"Sometimes pushy, sometimes distant, Amazon keeps ...",https://kuow.org/stories/life-beneath-amazon-s-protective-umbrella/,KUOW,"Boeing employees are back to work. Can they stay safe? 5 mins. Connect With 
Us. Get a quick look at the most important local stories of the...","Sep 14, 2021"
Emirates boss says Boeing must recognize top-down role in MAX flaws,https://www.reuters.com/article/us-boeing-737max-emirates-idUSKBN29I32E,Reuters,"... stood in contrast to the settlement's focus on two lower-level Boeing 
employees who prosecutors say deceived U.S. regulators.","Jan 13, 2021"
Panattoni weighs options after $200M purchase of former ...,https://www.bizjournals.com/seattle/news/2021/09/19/panattoni-buys-boeing-property-in-frederickson.html,The Business Journals,"The sale will not affect Boeing employees, a Boeing Commercial Airplane 
spokesman told the Business Journal in March.","Sep 19, 2021"
Boeing discloses a new problem with the 787 Dreamliner,https://www.azfamily.com/news/us_world_news/boeing-discloses-a-new-problem-with-the-787-dreamliner/article_298cf9f6-114b-5774-ba2f-23f3e9faa11f.amp.html,"AZFamily | 3TV, CBS 5","Boeing employees walk the Boeing 787-10 Dreamliner down towards the 
delivery ramp area at the company's facility in South Carolina after...","Jul 13, 2021"
Inside Boeing’s Alaska Airlines 737 MAX 9 ecoDemonstrator Aircraft,https://simpleflying.com/inside-boeing-ecodemonstrator/,Simple Flying,"... and Managing Director of Boeing UK and Ireland Sir Martin Donnelly 
explained that the continent is home to over 5,000 Boeing employees.","Oct 5, 2021"
Boeing Settles 737 Max Fraud Probe But Did It Learn,https://www.bloomberg.com/opinion/articles/2021-01-08/boeing-settles-737-max-fraud-probe-but-did-it-learn,Bloomberg.com,"____“Boeing's employees chose the path of profit over candor by concealing 
material information from the FAA concerning the operation of its...","Jan 7, 2021"
"Boeing lied about 737 MAX after deadly crashes, shareholders say",https://www.aljazeera.com/economy/2021/2/9/boeing-lied-about-737-max-after-deadly-crashes-shareholders-say,Al Jazeera,"Boeing employees and guests welcome a Boeing 777X airplane returning from 
its inaugural flight at Boeing...","Feb 9, 2021"
Analysis: New Boeing 787 inspections signal tougher FAA oversight,https://www.reuters.com/article/us-boeing-faa-analysis-idUKKBN2BB03T,Reuters,"For most aircraft deliveries, Boeing employees officially designated to act 
on behalf of the FAA conduct final airworthiness checks before a...","Mar 18, 2021"
Boeing retiree Mae Krier: real-life Rosie the Riveter inspires ...,https://www.boeing.com/company/about-bca/washington/boeing-retiree-mae-krier-real-life-rosie-the-riveter.page,Boeing,"Last December, 20 Boeing employees helped pack over 1,800 envelopes with 
Rosie the Riveter COVID-19 face masks that were designed and...","Feb 23, 2021"
"FAA proposes $1.25 million fine for Boeing, alleging ...",https://www.washingtonpost.com/local/trafficandcommuting/faa-proposes-125-million-fine-for-boeing-alleging-managers-pressured-employees-to-rush-inspections/2020/08/06/da2eb108-d800-11ea-9c3b-dfc394c03988_story.html,The Washington Post,"ODA is a system under which specially designated Boeing employees are 
responsible for performing certain functions on behalf of the FAA.","Aug 6, 2020"
Boeing connects interns to company's purpose and mission,https://www.boeing.com/features/2019/10/bonsai-club-10-19.page,Boeing,"In 1989, a small group of Boeing employees formed the Boeing Bonsai Club, 
though it had nothing to do with trees or gardening.","Oct 16, 2019"
No bonuses for white-collar Boeing employees this year,https://www.seattletimes.com/business/boeing-aerospace/no-bonuses-for-white-collar-boeing-employees-this-year/,The Seattle Times,"No bonuses for white-collar Boeing employees this year ... Boeing will not 
pay annual bonuses to its management, executives or unionized engineers...","Oct 25, 2019"
Being Heard at Boeing,https://www.boeing.com/features/2019/07/diverseability-taylor-mickelson-07-19.page,Boeing,"Boeing employees from across the enterprise, including Mickelson, are 
attending the 2019 Disability:IN conference in Chicago this week.","Jul 16, 2019"
"These companies, agencies are facing employee pushback on vaccine mandates 
per Biden executive order",https://www.foxbusiness.com/economy/vaccine-mandates-biden-executive-order,Fox Business,"According to Reuters, the policy has led to pushback from approximately 200 
Boeing employees in Seattle, who staged a walkout on Oct. 15.",1 month ago
How Boeing Employees Feel As Some Return To Work,https://www.npr.org/2020/04/20/839138167/how-boeing-employees-feel-as-some-return-to-work,NPR,"ARI SHAPIRO, HOST: Boeing shut down its jet assembly lines last month as 
the coronavirus hit Seattle. Some Boeing employees had tested positive...","Apr 20, 2020"
New Boeing 737 MAX 10 takes flight,https://www.dw.com/en/new-boeing-737-max-10-takes-flight/a-57961930,DW,"Sparse crowd, still hurt by crashes. The first flight was witnessed by 
dozens of Boeing employees, but almost no outside visitors as Boeing...","Jun 19, 2021"
Boeing values information as the backbone to pandemic ...,https://www.securitymagazine.com/articles/95152-boeing-values-information-as-the-backbone-to-pandemic-response,Security Magazine,"More than 46,000 Boeing employees continue to telecommute. As part of 
Boeing's Future Workplace strategy, S&FP is navigating how best to...","May 7, 2021"
Boeing to pay $6.6 million to FAA over safety lapses,https://www.reuters.com/business/aerospace-defense/boeing-pay-66-million-faa-over-safety-lapses-2021-02-25/,Reuters,"The Justice Department said ""Boeing's employees chose the path of profit 
over candor."" Register now for FREE unlimited access to Reuters.com.","Feb 25, 2021"
Boeing protest draws hundreds in Clear Lake,https://www.houstonchronicle.com/news/houston-texas/houston/article/Boeing-protest-draws-hundreds-16227897.php,Houston Chronicle,"With the parking lot closed off and what appeared to be Boeing employees 
and security peering out at the protesters, Omar Sanjak stood with...","Jun 5, 2021"
Federal Prosecutors Investigating Whether Boeing Pilot Lied to F.A.A.,https://www.nytimes.com/2020/02/21/business/boeing-737-max-investigation.html,The New York Times,"In recent months, prosecutors have questioned several Boeing employees in 
front of a federal grand jury, with some of their queries focusing...","Feb 22, 2020"
Proposal would order Boeing to clean up groundwater contamination in Everett,https://www.king5.com/article/news/local/everett/washington-department-of-ecology-boeing-groundwater-contimination-everett/281-f9ed2a92-82a9-420e-bef4-d17060c0f082,KING 5,"Boeing employees vote to authorize strike if new contract agreement cannot 
be reached. Info. Shopping. Tap to unmute.","Apr 13, 2021"
"Exclusive: U.S. selects compensation Feinberg firm to oversee Boeing 737 
MAX victim fund",https://www.reuters.com/article/us-boeing-737-max-fund-exclusive-idUSKBN2B22DO,Reuters,"The Justice Department said in January, “Boeing's employees chose the path 
of profit over candor by concealing material information from the...","Mar 10, 2021"
"Boeing employees raised concerns about 737 Max before crashes, documents 
show",https://www.cnbc.com/2019/10/30/boeing-engineer-raised-concerns-about-737-max-years-before-crashes-documents-show.html,CNBC,"Boeing employees raised concerns about 737 Max before crashes, documents 
show. Published Wed, Oct 30 201911:23 AM EDT Updated Thu, Oct 31 20191:14 
PM EDT.","Oct 30, 2019"
Boeing’s 737 Max Is a Saga of Capitalism Gone Awry,https://www.nytimes.com/2020/11/24/sunday-review/boeing-737-max.html,The New York Times,"During the development of the Max, Boeing employees concluded that if 
pilots didn't respond to MCAS within 10 seconds, it would be...","Nov 24, 2020"
Boeing asks Delaware court to throw out investors' 737 MAX lawsuit,https://www.reuters.com/article/us-boeing-lawsuit-idUSKBN2BL2DM,Reuters,"Boeing employees also worked to have references to the system, known as 
MCAS, omitted from flight crew operating manuals as part of the...","Mar 29, 2021"
Boeing Employees Mocked FAA Privately In Emails Before ...,https://www.npr.org/2020/01/10/795366610/boeing-employees-mocked-faa-privately-in-emails-before-737-max-disasters,NPR,"Newly released Boeing emails and internal messages show key Boeing 
employees raised significant concerns about the safety of the 737 Max. 
And...","Jan 10, 2020"
Employee giving tops $350 million over 10 years,https://www.boeing.com/features/2019/12/employee-giving-2019-12-03-19.page,Boeing,"“The generosity Boeing employees show year after year is inspiring,” said 
Cheri Carter, vice president of Boeing Global Engagement. “We are...","Dec 3, 2019"
Boeing 787s Come Under Added Scrutiny From U.S. Regulator,https://www.bloomberg.com/news/articles/2021-03-16/boeing-787s-coming-under-increased-scrutiny-from-u-s-regulator,Bloomberg.com,"Under longstanding practice, the FAA typically deputizes Boeing employees 
to inspect planes as they come off the assembly line to ensure...","Mar 16, 2021"
The new ECF: taking employee giving higher,https://www.boeing.com/features/2019/09/ecf-787-09-19.page,Boeing,"“When Boeing employees step up to fund projects like this, many others 
follow,” said Jennifer Willows, YMCA of Snohomish County's chief...","Sep 20, 2019"
"Boeing forecasts a slow, painful recovery for the aviation ...",https://www.seattletimes.com/business/boeing-aerospace/boeing-forecasts-11-fewer-jet-deliveries-over-next-10-years-because-of-coronavirus-impact/,The Seattle Times,"Boeing employees work on a wing section of a 777X outside the factory in 
April. Tail sections from Boeing 787 and 777 jets in various stages...","Oct 6, 2020"
Boeing workers' return after coronavirus closure is a test case ...,https://www.seattletimes.com/business/boeing-aerospace/boeing-workers-return-after-coronavirus-closure-is-a-test-case-for-industrial-recovery/,The Seattle Times,"Boeing employees, who returned to work this week, wear masks as they 
approach an. Boeing employees work on a wing section of a 777X outside...","Apr 22, 2020"
"Boeing survey showed employees felt pressure from managers on safety 
approvals",https://www.cnbc.com/2019/10/20/boeing-survey-shows-safety-workers-felt-pressure-from-managers-report.html,CNBC,"Certain Boeing employees performed certification tasks for the planes 
before the FAA's final signoff, a longstanding practice.","Oct 20, 2019"
Laid-off Boeing workers to get extra federal help that doubles ...,https://www.seattletimes.com/business/boeing-aerospace/laid-off-boeing-workers-to-get-extra-federal-help/,The Seattle Times,"Even nonunion Boeing employees who are laid off can thank the unions, for 
they will reap the same benefit. And it will apply to anyone from...","Jul 3, 2020"
"Media Advisory: 2021 STEM Signing Day Presented by Boeing, Powered by Tallo",https://finance.yahoo.com/news/media-advisory-2021-stem-signing-123000181.html,Yahoo Finance,"""On behalf of Boeing employees everywhere, we congratulate these 600 
exceptional students as they commit to a future in STEM."".","Apr 22, 2021"
"Boeing Defense, Space & Security Sees Sharp Increase in Q1 ...",https://www.satellitetoday.com/business/2021/04/28/boeing-defense-space-security-sees-sharp-increase-in-q1-revenue/,Via Satellite,"... time,” Boeing President and CEO Dave Calhoun said in a letter sent to 
Boeing employees. “For example, our Defense, Space & Security team...","Apr 28, 2021"
"Everett, region brace for economic impact of Boeing's decision ...",https://www.seattletimes.com/business/boeing-aerospace/boeing-leaders-meet-thursday-to-decide-fate-of-everetts-787-line/,The Seattle Times,"That would include not only Boeing employees on the 787 assembly line, in 
its fabrication and cabin interior shops, and in various support...","Sep 30, 2020"
The Trump Administration Let Boeing Settle a Killer Case for Almost Nothing,https://nymag.com/intelligencer/2021/01/boeing-settled-737-max-case-for-almost-nothing.html,New York Magazine,"(Those two Boeing employees have not been criminally charged.) The 
government probably appreciated that the public would not take this well,...","Jan 23, 2021"
"Boeing, Expecting a Long Slump, Will Cut 16,000 Jobs",https://www.nytimes.com/2020/04/29/business/boeing-layoffs-coronavirus.html,The New York Times,"Boeing employees during a shift change at the plant in Renton, Wash., on 
Tuesday.Credit...Ruth Fremson/The New York Times.","Apr 29, 2020"
Boeing’s 737 Max Can Fly Again in Europe. What It Means for Airbus Stock.,https://www.barrons.com/articles/boeings-737-max-can-fly-again-in-europe-what-it-51611750389,Barron's,"U.S. government investigations later alleged that Boeing employees deceived 
regulators over the significance of the critical system and that...","Jan 27, 2021"
Employees and airplanes make Boeing Classic a swinging ...,https://www.boeing.com/company/about-bca/washington/employees-and-airplanes-make-boeing-classic-a-swinging-success-08-26-2015.page,Boeing,"Boeing employees Rosa Bartol, Traci Fuller and Tim Bartol, volunteers from 
the Boeing Employees Veterans Association (BEVA), hand out special...","Aug 26, 2015"
House Report Condemns Boeing and FAA in 737 Max Crashes,https://www.nytimes.com/2020/09/16/business/boeing-737-max-house-report.html,The New York Times,"... information from the F.A.A. Fourth, the agency's practice of delegating 
oversight authority to Boeing employees left it in the dark.","Mar 1, 2021"
Boeing 737 MAX can return to Canadian skies this week,https://www.aljazeera.com/economy/2021/1/18/boeing-737-max-can-return-to-canadian-skies-this-week,Al Jazeera,"Boeing employees and guests welcome a Boeing 777X airplane returning from 
its inaugural flight at Boeing. Regulators in the United States,...","Jan 18, 2021"
Boeing indefinitely extends factories' coronavirus shutdown ...,https://www.seattletimes.com/business/boeing-aerospace/boeing-indefinitely-extends-production-shutdown-at-washington-state-plants-due-to-coronavirus/,The Seattle Times,"Thirty thousand Boeing employees on Wednesday must start taking vacation or 
sick time, or apply for unemployment, after the region's largest...","Apr 5, 2020"
"As Boeing goes back to work, employees who got sick earlier ...",https://www.seattletimes.com/business/boeing-aerospace/as-boeing-goes-back-to-work-employees-who-got-sick-earlier-are-confirmed-coronavirus-cases/,The Seattle Times,"Boeing employees, including this security officer at an entry gate in 
Everett, are required. Boeing employees, including this security...","Apr 23, 2020"
"Sriwijaya Air Plane Crashes Into Sea After Takeoff, Carrying 62",https://www.nytimes.com/2021/01/09/world/asia/indonesia-plane-crash.html,The New York Times,"In a statement announcing the agreement, a senior Justice Department 
official accused Boeing's employees of choosing “the path of profit...","Jan 10, 2021"
"Boeing workers increasingly angry, worried as coronavirus ...",https://www.seattletimes.com/business/boeing-aerospace/worry-over-coronavirus-grows-among-boeing-factory-workforce/,The Seattle Times,"A total of 14 Boeing employees in the Puget Sound region are now confirmed 
to have the virus, most of them in Everett. And even though that...","Mar 18, 2020"
Boeing set to announce significant U.S. job cuts this week: union,https://www.reuters.com/article/us-boeing-jobs-idUSKBN23308I,Reuters,"... that represents 17,600 Boeing employees told Reuters Tuesday the 
company informed the union it should expect layoff notices on Friday.","May 26, 2020"
Military veterans begin their next chapter with help from Boeing,https://www.boeing.com/features/2018/01/washington-vets-grants-01-18.page,Boeing,"More than a dozen Boeing employees with military backgrounds attended ... 
in the Boeing Employees Veterans Association (BEVA) in Washington.","Jan 29, 2018"
Boeing Fired Midlevel Executive Following Embarrassing Emails,https://www.wsj.com/articles/boeing-fired-midlevel-executive-following-embarrassing-emails-11581521922,Wall Street Journal,"The messages also involved other Boeing employees. Mr. Cooper was a vice 
president for training and professional services in Boeing's global-...","Feb 12, 2020"
Claims of Shoddy Production Draw Scrutiny to a Second Boeing Jet,https://www.nytimes.com/2019/04/20/business/boeing-dreamliner-production-problems.html,The New York Times,"But workers sometimes made dangerous mistakes, according to the current and 
former Boeing employees, some of whom spoke on the condition of...","Apr 20, 2019"
"Boeing 737 Max Safety System Was Vetoed, Engineer Says",https://www.nytimes.com/2019/10/02/business/boeing-737-max-crashes.html,The New York Times,"Many current and former Boeing employees have privately discussed problems 
with the design and decision-making process on the 737 Max,...","Oct 29, 2019"
A Top Executive at Boeing’s Troubled South Carolina Plant Is Out,https://www.nytimes.com/2019/05/22/business/boeing-787-dreamliner-south-carolina.html,The New York Times,"The aviation administration has subjected the North Charleston plant to 
exceptional scrutiny in the past, forcing Boeing employees to take...","May 22, 2019"
"Boeing Built Deadly Assumptions Into 737 Max, Blind to a Late Design Change",https://www.nytimes.com/2019/06/01/business/boeing-737-max-crash.html,The New York Times,"On a rainy day in late January 2016, thousands of Boeing employees gathered 
at a runway next to the 737 factory in Renton, Wash.","Jun 1, 2019"
How Boeing’s Responsibility in a Deadly Crash ‘Got Buried’,https://www.nytimes.com/2020/01/20/business/boeing-737-accidents.html,The New York Times,"Boeing Employees Mocked F.A.A. and 'Clowns' Who Designed 737 Max. Jan. 9, 
2020. Boeing Employees Mocked F.A.A. and 'Clowns' Who Designed 737...","Jan 9, 2021"
What Really Brought Down the Boeing 737 Max?,https://www.nytimes.com/2019/09/18/magazine/boeing-737-max-crashes.html,The New York Times,"Even more pernicious was the F.A.A.'s longstanding delegation of regulatory 
authority to Boeing employees — a worry that is perennially...","Sep 18, 2019"
Boeing Employees Among Dead in Turkish Air Crash ...,https://www.nytimes.com/2009/02/28/world/europe/28amsterdam.html,The New York Times,"PARIS — Two American employees of the aircraft manufacturer Boeing were 
among nine people killed when a Turkish Airlines jet fumbled its...","Feb 27, 2009"
United States District Court for the Central District of California,https://ballotpedia.org/United_States_District_Court_for_the_Central_District_of_California,Ballotpedia,"It was against company policy for Boeing employees to take sensitive 
documents home. The documents that investigators found were part of 
Boeing's $50...","Nov 6, 2015"
"More than 50 Boeing employees and their family relatives protested the 
company’s vaccine mandate in North...",https://thecharlestonpress.com/more-than-50-boeing-employees-and-their-family-relatives-protested-the-companys-vaccine-mandate-in-north-charleston/,The Charleston Press,"Reportedly, more than 50 people gathered in North Charleston to protest the 
vaccine mandate. Most of them were Boeing employees supported by...","Oct 23, 2021"
"Hundreds of Boeing Workers Protest in Washington State After Company Tells 
Workers They Must Be Vaccinated",https://m.theepochtimes.com/hundreds-of-boeing-workers-protest-in-washington-state-after-company-tells-workers-they-must-be-vaccinated_4054195.html,The Epoch Times,"Boeing employees and others wave to passing traffic in the rain as they 
protest the company's COVID-19 vaccine mandate, outside the Boeing...","Oct 18, 2021"
