Title,URL,Source,Summary,Date
Reasons Behind the A350 Delay - WSJ,https://www.wsj.com/articles/BL-SOURCEB-23511,Wall Street Journal,"Airbus employees work in the cockpit section of an A350 Airbus airplane at 
the Airbus facility in Montoir-de-Bretagne near Saint-Nazaire,...","Jul 27, 2012"
Airbus keeps a low profile on its 50th birthday,https://www.france24.com/en/20190529-airbus-50-anniversary-difficulties-air-show-cancelled,France 24,"Faury also paid tribute to past generations of Airbus employees. ÒIt's fair 
to say that many people doubted our chances of success but here...","May 29, 2019"
Airbus scandal: Voting Mahama means electing a fugitive as ...,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Airbus-scandal-Voting-Mahama-means-electing-a-fugitive-as-president-Mustapha-Hamid-1126406,GhanaWeb,"ÒA number of Airbus employees knew that the intermediary was a close 
relative of Government Official 1, who was a key decision-maker in...","Dec 4, 2020"
Airbus A400M Transport Plane Crashes in Spain,https://www.wsj.com/articles/airbus-a400m-transport-plane-crashes-in-spain-1431177546,Wall Street Journal,"All six on board were Airbus employees and Spanish nationals, the company 
said in a statement. Airbus personnel typically perform a series...","May 9, 2015"
Coronavirus News: Regular Updates on COVID-19's Impact ...,https://apex.aero/articles/coronavirus/,Airline Passenger Experience Association,"... announced a slew of layoffs that will affect 15,000 Airbus employees, 
mostly concentrated in France and Germany but affecting sites around the 
world.","Oct 4, 2020"
A New Airplane for Airplanes: Airbus Rolls Out First BelugaXL,https://www.aviationtoday.com/2018/01/09/new-airplane-airplanes-airbus-rolls-first-belugaxl/,Aviation Today,"Airbus employees voted on that design early last year. The BelugaXL's 
special livery design Ð including beluga whale-inspired eyes and a...","Jan 9, 2018"
Airbus' oddly-shaped Beluga plane gets a makeover,https://www.stuff.co.nz/travel/news/105155904/airbus-oddlyshaped-beluga-plane-gets-a-makeover,Stuff.co.nz,"Airbus employees voted on the livery. A whale of a transport aircraft will 
be flying high later this year sporting the grin of a Beluga whale.","Jul 2, 2018"
Airbus celebrates topping out of E-Aircraft Systems Test House,https://www.aerospacetestinginternational.com/news/electric-hybrid/airbus-celebrates-topping-out-of-e-aircraft-systems-test-house.html,Aerospace Testing International,"Construction workers and Airbus employees celebrate the topping out of the 
new E-Aircraft Systems Test House (Image: Airbus).","Sep 21, 2018"
Airbus to sell 430 planes to Indigo for $49.5 billion in largest deal,https://www.businessinsider.com/ap-airbus-to-sell-430-planes-to-indigo-for-495-billion-2017-11,Business Insider,"Airbus employees even filled a news conference on Sunday expecting the A380 
sale. They instead found the state-owned Emirates making the...","Nov 15, 2017"
Impacting Airbus aircraft design | UCT News,http://www.news.uct.ac.za/article/-2018-11-28-impacting-airbus-aircraft-design,UCT News,"The winners are elected via voting by all Airbus employees across all 
disciplines, as well as the flight physics expert community.","Nov 28, 2018"
Airbus Shows New Airliners Though A330neo Misses Show,https://www.ainonline.com/aviation-news/air-transport/2017-06-18/airbus-shows-new-airliners-though-a330neo-misses-show,Aviation International News,"Last month, 300 Airbus employees flew as passengers on a long-range test 
flight that was cabin-crewed by Virgin Atlantic.","Jun 18, 2017"
"Meet Airbus Ventures, A ÒPure-PlayÓ Aerospace Venture Firm",https://techcrunch.com/2016/01/15/meet-airbus-ventures-a-pure-play-aerospace-venture-firm/,TechCrunch,"TC: Did Airbus staff its innovation center with Airbus employees or did it 
seek new blood from Silicon Valley?","Jan 16, 2016"
The big picture: Airbus Beluga XL makes first UK landing ...,https://www.businesstraveller.com/business-travel/2019/02/15/the-big-picture-airbus-beluga-xl-makes-first-uk-landing/,Business Traveller,"Last year the XL livery was chosen by Airbus employees from a shortlist of 
six designs, with 40 per cent of votes going to a design...","Feb 15, 2019"
First painted Beluga XL rolled out in Toulouse Ð Aeronautics,https://aeronauticsonline.com/first-painted-beluga-xl-rolled-out-in-toulouse/,Aeronautics,"Suitable to its nickname ÒBelugaÓ, the aircraft is painted in the design of 
a whale, as chosen from six possible paint jobs by Airbus employees.","Jun 30, 2018"
"In Spain, thousands protest at Airbus plans to axe 630 jobs",https://timesofmalta.com/articles/view/in-spain-thousands-protest-at-airbus-plans-to-axe-630-jobs.772694,Times of Malta,"Several thousand Airbus employees staged protests outside eight production 
sites across Spain Friday over the European plane maker's plans...","Feb 21, 2020"
How Airbus paid bribes for the sale of military aircrafts to ...,https://www.ghanaweb.com/GhanaHomePage/business/How-Airbus-paid-bribes-for-the-sale-of-military-aircrafts-to-Ghana-in-2009-2015-854557,GhanaWeb,"UK prosecutors said that Airbus employees promised success-based commission 
payments of approximately Û5 million euros to bribe government...","Feb 2, 2020"
295 jobs to go at Airbus factory in Filton,https://www.gazetteseries.co.uk/news/18556703.295-jobs-go-airbus-factory-filton/,from the Gazette Series,"Leader of South Gloucestershire Council, Toby Savage, said yesterday: ÒMy 
thoughts go out to Airbus employees, the Filton base is located in...","Jul 2, 2020"
Airbus awards robot riveter deal to Electroimpact of Mukilteo ...,https://www.bizjournals.com/seattle/news/2020/02/06/mukilteo-company-wins-big-airbus-deal-for.html,The Business Journals,"More than 6,000 Airbus employees work at the Broughton factory. Airbus' new 
cockpit touchscreen technology was recently certified for the...","Feb 6, 2020"
Is there hope for the future of Uganda Airlines?,https://www.independent.co.ug/is-there-hope-for-the-future-of-uganda-airlines/,The Independent Uganda,"... Airbus executive management and Airbus employees for the unbelievable 
achievement of Ethiopian Airlines in this unprecedented epidemic.","Jun 7, 2021"
Airbus IsnÕt Making a Huge Fuss Yet About Its New Plane,https://skift.com/2016/01/21/airbus-isnt-making-a-huge-fuss-yet-about-its-new-plane/,Skift,"But there was no horde of Airbus employees, music or overstuffed buffet to 
be seen Ñ almost de rigueur for events like these, and certainly...","Jan 21, 2016"
Airbus cyber attack believed to be conducted by hackers in China,https://www.mirror.co.uk/travel/news/breaking-airbus-cyber-attack-believed-13955680,The Mirror,"... to some personal data accessed, mainly the ""professional contact and IT 
identification details"" of some Airbus employees in Europe.","Feb 5, 2019"
Awesome cargo planes: Transporting goods around the world,https://www.cnn.com/travel/article/cargo-planes/index.html,CNN,"Airbus employees chose a whimsical, ""happy face"" design for the Beluga XL, 
which will fly with a big smile. Related content.","Feb 5, 2018"
Airbus H160 entry into service slips to late 2019,https://verticalmag.com/news/airbus-h160-entry-service-slips-late-2019/,Vertical Magazine,"The maintenance instructions the Airbus employees use are identical Ð with 
leeway for improvement Ð to the ones for production aircraft.","Dec 1, 2017"
BÕluru Airbus unit develops a pillow,https://bangaloremirror.indiatimes.com/bangalore/others/bluru-airbus-unit-develops-a-pillow/articleshow/70031174.cms,Bangalore Mirror,"Developed as an internal project by Airbus employees Pradipta Kishore Sahoo 
and Soham Narayan Patel at the Airbus India facilities in...","Jul 2, 2019"
Entrepreneur David MacNeil takes delivery of new ...,https://verticalmag.com/press-releases/entrepreneur-david-macneil-takes-delivery-new-customized-airbus-h145-helicopter/,Vertical Mag,"MacNeil met with the team of Airbus employees that had worked for months 
assembling, customizing, and installing the complex and intricate...","Feb 23, 2017"
Boeing reports pandemic-impacted first-quarter results,https://www.aerospacemanufacturinganddesign.com/article/boeing-reports-pandemic-impacted-first-quarter-results/,Aerospace Manufacturing and Design,"Commercial airplane deliveries dropped 66% in Q1 2020 compared to Q1 2019, 
from 149 to 50, with a corresponding 48% loss in revenue. A bright...","Apr 30, 2020"
"Cover Story: AirAsia, Airbus & a failed F1 Racing Team",https://www.theedgemarkets.com/article/cover-story-airasia-airbus-failed-f1-racing-team,The Edge Markets,"In another set of emails, the Airbus employees appear to discuss paying 
US$3 million to the sports team. Ò[Airbus employee 1 [senior]] as...","Feb 21, 2020"
Airbus workers stage rare protest over job cuts,https://www.fijitimes.com/airbus-workers-stage-rare-protest-over-job-cuts/,The Fiji Times,"Airbus employees demonstrate outside the Airbus factory in Blagnac, near 
Toulouse, France July 8, 2020. REUTERS/Nacho Doce.","Jul 9, 2020"
Airbus Foundation Flying Challenge launched in Mirabel to ...,https://www.newswire.ca/news-releases/airbus-foundation-flying-challenge-launched-in-mirabel-to-interest-local-young-people-in-aeronautics-885830796.html,Newswire.CA,"... participating youth accompanied by local Airbus employees to the ... 
create mentoring opportunities between Airbus employees and local...","Feb 19, 2019"
Photos + Video: First Airbus A350 Comes Out of Paint ...,https://www.airlinereporter.com/2013/05/photos-video-first-airbus-a350-comes-out-of-paint/,AirlineReporter,"The completed A350 XWB MSN001 is welcomed by Airbus employees in Toulouse. 
Photo from Airbus. The painting of the first Airbus A350 XWB was...","May 13, 2013"
The big picture: Airbus Beluga XL exits paintshop Ð Business ...,https://www.businesstraveller.com/business-travel/2018/06/29/the-big-picture-airbus-beluga-xl-exits-paintshop/,Business Traveller,"The manufacturer said the livery was chosen by Airbus employees from a 
shortlist of six designs, with 40 per cent of votes going to a design...","Jun 29, 2018"
Airbus BelugaXL 'flying whale' plane takes to the sky in maiden flight,https://metro.co.uk/2018/07/19/bizarre-airbus-belugaxl-flying-whale-plane-takes-sky-maiden-flight-7736467/,Metro,"Airbus employees were asked to vote on possible designs for the craft, 
which ended up being painted to resemble a cartoon cetacean.","Jul 19, 2018"
Allegiant Air picks up its first Alabama-built Airbus jet,https://www.al.com/news/2018/05/allegiant_air_picks_up_its_fir.html,AL.com,"... a team of Allegiant employees and representatives of the more than 380 
Airbus employees at the Airbus production facility in Mobile...","May 23, 2018"
First ANA A380 Emerges From Hamburg Paint Shop ...,https://aeronauticsonline.com/first-ana-a380-emerges-from-hamburg-paint-shop/,Aeronautics,"Despite the unique and breath-taking choreography by Airbus employees 
(which featured live music, flags, and even blue smoke), the star of...","Dec 14, 2018"
Airbus Suggests Civilian A400M Relief Operations,https://www.ainonline.com/aviation-news/air-transport/2014-05-29/airbus-suggests-civilian-a400m-relief-operations,Aviation International News,"Stalder-Olsen noted that Airbus employees have donated Û97,000 for relief 
flights. Previous attempts to create a civilian market for...","May 29, 2014"
Ghanaian president orders probe into C295 acquisition ...,https://www.flightglobal.com/fixed-wing/ghanaian-president-orders-probe-into-c295-acquisition/136498.article,FlightGlobal,"ÒFalse documentation was created by, or with the agreement of, Airbus 
employees in order to support and disguise these payments,Ó it adds.","Feb 3, 2020"
A380Õs failure to take off puts future of the Ôqueen of the skiesÕ in doubt,https://www.theguardian.com/business/2014/dec/28/airbus-a380-future-in-doubt,The Guardian,"Airbus employees celebrate as Emirates' first Airbus A380 is delivered in 
2008 Ð the picture is not so rosy now for the jet.","Dec 28, 2014"
Business Charity Awards: Employee Engagement Initiative of ...,https://www.thirdsector.co.uk/business-charity-awards-employee-engagement-initiative-year-airbus-operations-british-heart-foundation-airbus-joins-bhf-nation-lifesavers/management/article/1584701,Third Sector,"In addition to CPR training in the workplace, Airbus employees have been 
raising money to fund CPR kits for secondary schools.","May 23, 2019"
Young Saltney bookworms visit Airbus to celebrate World ...,https://www.deeside.com/young-bookworms-visit-airbus-celebrate-world-book-day/,Deeside.com,"They were met by a team of Airbus employees who gave up their time to help 
improve reading standards among children in their local community...","Mar 6, 2018"
Airbus A400M Crash Inquiry Shows Power to Engines Froze,https://www.wsj.com/articles/airbus-a400m-plane-crash-probe-shows-power-to-engines-froze-1433327924,Wall Street Journal,"... which crashed May 9 near Seville killing four Airbus employees and 
seriously injuring the two other staff members on board.","Jun 3, 2015"
Artisan coffee shops and click & collect meals for Airbus ...,https://www.deeside.com/artisan-coffee-shops-and-click-collect-meals-for-airbus-employees-at-broughton-as-new-caterer-takes-over/,Deeside.com,"Artisan coffee shops and click & collect meals for Airbus employees at 
Broughton as new caterer takes over. News and Info from Deeside,...","Aug 2, 2018"
Airbus reveals maiden flight date for Beluga XL - weather ...,https://www.deeside.com/airbus-reveals-maiden-flight-date-for-beluga-xl-weather-permitting-of-course/,Deeside.com,"The planes stunning livery includes a whale-style nose cone, sparkling blue 
eyes and a smiling mouth and was chose by Airbus employees.","Jul 13, 2018"
"Airbus A350 heads to northern Canada for tests in cold, snow",https://www.cnet.com/news/airbus-a350-heads-to-northern-canada-for-tests-in-cold-snow/,CNET,"Anyone suffering from cold winter weather in the United States should think 
of the plight of 48 Airbus employees who have taken a test...","Jan 29, 2014"
Airbus staff kick start River Dee clean-up 2019,https://www.deeside.com/airbus-staff-kick-start-river-dee-clean-up-2019/,Deeside.com,"Airbus employees took part in the Big Dee Day 2019 this afternoon to clear 
litter from the banks of the River Dee.","Sep 14, 2019"
Swords into ploughshares; planes into ventilator parts,https://www.redpepper.org.uk/swords-into-ploughshares/,Red Pepper,"... skills to meet the needs of the current emergency (all of the 550 or so 
Airbus employees working on ventilators volunteered to do so).","Jun 5, 2020"
A supersonic life: The story of Concorde Alpha Foxtrot,https://www.cnet.com/pictures/concorde-alpha-foxtrot-photos/,CNET,"Over the last 13 years, Airbus employees continually carried out £3 million 
of maintenance work to preserve Alpha Foxtrot.","Feb 8, 2017"
Airbus Broughton: ExoMars Rover 'Bridget' was out of this world,https://www.deeside.com/airbus-broughton-mars-rover-bridget-was-out-of-this-world/,Deeside.com,"The children of Airbus employees were treated to a space-themed spectacle 
when they joined their parents for 'Bring Your Child to Work' day this week.","Jun 12, 2021"
Airbus' giant BelugaXL nears service,https://www.stuff.co.nz/travel/news/110697090/airbus-giant-belugaxl-nears-service,Stuff.co.nz,"The unique design was chosen in a competition involving all 20,000 Airbus 
employees. It hasn't been all plain sailing however as one Beluga XL...","Feb 19, 2019"
Airbus reveals plans for new staff wellbeing centre including ...,https://www.deeside.com/airbus-reveals-plans-for-new-staff-wellbeing-centre-including-gym-and-cafe/,Deeside.com,"They added the facility would only be used by Airbus employees, meaning no 
extra traffic would be generated. Comments are currently being...","Nov 1, 2019"
"Stocks to Watch: SBI, Reliance Industries, Mahindra & Mahindra, Airtel, 
banks",https://www.livemint.com/market/stock-market-news/stocks-to-watch-sbi-reliance-industries-mahindra-mahindra-airtel-banks-11612489891860.html,Mint,"... create a modernized digital workplace to enhance the user experience 
and service quality for a majority of Airbus employees globally.","Feb 5, 2021"
Airbus to sell 430 planes to Phoenix-based Indigo for $49.5B,https://www.krqe.com/news/airbus-to-sell-430-planes-to-phoenix-based-indigo-for-49-5b/,KRQE,"Airbus employees even filled a news conference on Sunday, expecting the 
A380 sale, instead to find state-owned Emirates making the deal with...","Nov 19, 2017"
A New Approach to New Products,https://www.wsj.com/articles/a-new-approach-to-new-products-1474250821,Wall Street Journal,"Eight entries came from Airbus employees, but the winner was Alexey 
Medvedev, a Russian engineer from Siberia working on his own.","Sep 20, 2016"
"Delta to Furlough 2,000 Pilots, Despite Buyouts",https://www.nytimes.com/live/2020/08/24/business/stock-market-today-coronavirus,The New York Times,"Airbus employees protesting cutbacks. The aircraft maker said it would 
eliminate 15,000 jobs. Credit...Remy Gabalda/Agence France-Presse...","Aug 28, 2020"
"'Incredibly proud' of Airbus and Siemens workers in Ventilator Challenge UK 
consortium",https://www.business-live.co.uk/manufacturing/incredibly-proud-airbus-siemens-workers-18509935,Business Live,"""I couldn't be more proud of our Airbus employees - more used to building 
aircraft wings than medical devices - who have worked around the...","Jun 29, 2020"
First Airbus Beluga XL freighter unveiled with whale livery,https://www.traveller.com.au/first-airbus-beluga-xl-freighter-unveiled-with-whale-livery-h1269o,Traveller.com.au,"The new, larger XL is based on an Airbus A330. The whale-themed livery was 
chosen through a poll of 20,000 Airbus employees. Of six choices, the...","Jul 3, 2018"
Airbus' oddly-shaped Beluga plane gets a makeover,https://guardian.ng/features/airbus-oddly-shaped-beluga-plane-gets-a-makeover/,The Guardian Nigeria,"Airbus employees were asked to vote on a design for the plane, with 40 per 
cent voting in favour of the comical grin.","Jul 6, 2018"
New Airbus BelugaXL airlifter is massive indeed! Check it out,https://www.zeebiz.com/companies/news-new-airbus-belugaxl-airlifter-is-massive-indeed-check-it-out-57781,Zee Business,"... liveryÐfeaturing a whale-type smile that was chosen by Airbus employees 
in a vote that attracted almost 21,000 participants.","Aug 1, 2018"
Grassroots groups help get students from community college ...,https://hechingerreport.org/where-education-systems-stumble-grassroots-groups-step-in-to-raise-success-rates/,The Hechinger Report,"Airbus employees have volunteered as reading buddies for children in 
elementary, middle and high schools. Scott hands out T-shirts to...","Jan 30, 2020"
Airbus Doubles A350 Jet Test Fleet [PHOTOS],https://www.businessinsider.com/airbus-doubles-a350-jet-test-fleet-photos-2014-2,Business Insider,"During testing of the A380 jumbo jet, 2,000 Airbus employees helped test 
the cabin environment and systems in flight.","Feb 26, 2014"
Airbus Broughton set to open doors to would-be recruits on ...,https://www.deeside.com/airbus-broughton-set-to-open-doors-to-would-be-recruits-on-saturday/,Deeside.com,"ÒVisitors can speak to representatives from our Early Careers Management 
team, Airbus employees and our education partners, as well as to...","Nov 29, 2019"
Time to take a fresh look at aircraft emergency egress testing,https://runwaygirlnetwork.com/2015/03/25/time-to-take-a-fresh-look-at-aircraft-emergency-egress-testing/,Runway Girl,"The 2006 Airbus A380 egress testing involved volunteers Òdrawn 50/50 from 
Airbus employees and local gymnasium membersÓ.","Mar 25, 2015"
25 photos showing Airbus workers making life saving ventilators for the NHS,https://www.dailypost.co.uk/news/north-wales-news/gallery/25-photos-showing-airbus-workers-18265003,North Wales Live,"Working as part of the Ventilator Challenge UK consortium, more than 550 
Airbus employees are working around the clock, to produce at least...","May 17, 2020"
ANALYSIS: How a 'full-digital approach' renewed Airbus's ...,https://www.flightglobal.com/analysis/analysis-how-a-full-digital-approach-renewed-airbuss-beluga/128455.article,FlightGlobal,"... chosen for the BelugaXL Ð which easily defeated five other options 
after a vote by Airbus employees Ð will underline the resemblance.","Jul 9, 2018"
The unique experience of St Nazaire,https://www.opendemocracy.net/en/can-europe-make-it/unique-experience-st-nazaire/,openDemocracy,"The Airbus factory. Airbus employees work in the cockpit section of an A350 
Airbus airplane near Saint Nazaire, 2011. | Notarianni Laetitia/PA.","Jun 2, 2020"
Airbus has decided to base its solar-powered Zephyr aircraft in Australia,https://www.businessinsider.com.au/airbus-solar-powered-zephyr-aircraft-australia-2018-6,Business Insider Australia,"About 20 Airbus employees will be based in the local area. A Zephyr 
typically flies for days or weeks at a time without landing and operates...","Jun 7, 2018"
Japan's Nakashima Propeller joins Hamburg's Becker Marine ...,https://hamburg-news.hamburg/en/companies/japans-nakashima-propeller-joins-hamburgs-becker-marine-systems,Hamburg News,"Visitor centre and facilities for Airbus employees and residents expected 
to open in 2024. Artificial Intelligence.","Apr 15, 2021"
Airbus staff help clean up riverbank during Big Dee Day,https://www.chesterstandard.co.uk/news/17904745.airbus-staff-help-clean-dee-riverbank-big-dee-day/,Chester Standard,"AIRBUS employees took part in the Big Dee Day 2019 to clear litter from the 
banks of the River Dee. The annual clean-up brings together...","Sep 16, 2019"
Airbus unveils plans for Broughton health and wellbeing centre,https://www.cheshire-live.co.uk/news/business/airbus-unveils-plans-state-art-17218068,Cheshire Live,"In the proposal Airbus said: ""The building is to be a flagship centre to 
promote Health and Wellbeing to all Airbus employees, offering easy...","Nov 7, 2019"
Two Dead in UPS Cargo Plane Crash in Birmingham,https://wfpl.org/two-dead-ups-cargo-plane-crash-birmingham/,WFPL,"The concerns and sympathy of the Airbus employees go to the families, 
friends and loved ones affected by the accident of Flight 1354.","Aug 14, 2013"
The Foreign Corrupt Practices Act: SEC Enforcement And ...,https://www.jdsupra.com/legalnews/the-foreign-corrupt-practices-act-sec-19831/,JD Supra,"For instance, Airbus employees made and concealed bribe payments to Chinese 
officials, which included lavish trips to Hawaii and...","Feb 25, 2020"
Airbus welcomes A220 series to the family,https://newatlas.com/airbus-a220-debut/55422/,New Atlas,"... of media and Airbus employees looked on. The debut marks the formal 
transfer of the former Bombardier C-Series airliners to the Airbus...","Jul 12, 2018"
"Behold the smiling, friendly BelugaXL aircraft",https://www.ctvnews.ca/lifestyle/behold-the-smiling-friendly-belugaxl-aircraft-1.3999751,CTV News,"The playful paint job was one of six options submitted to Airbus employees 
in a company-wide poll. Of the 20,000 people who participated,...","Jul 4, 2018"
"Thousands of workers are furloughed by Airbus at Broughton as production is 
cut",https://www.walesonline.co.uk/news/wales-news/airbus-broughton-furlough-factory-wales-18160272,Wales Online,"... Conservative colleagues Ð are with the thousands of affected Airbus 
employees here in Wales, and the thousands more in the supply chain.","Apr 27, 2020"
"Airbus files patent for split-level mezzanine style seating in business 
class",https://www.dailymail.co.uk/travel/travel_news/article-3260690/Airbus-files-patent-mezzanine-style-seating-business-class.html,Daily Mail,"The design was created by a team of Airbus employees in Hamburg, Germany, 
and filed with the US Patent and Trademark Office, although it may...","Oct 5, 2015"
Customized jerseys for famous 'Govt Official 1' hits social media,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Customized-jerseys-for-famous-Govt-Official-1-hits-social-media-857719,GhanaWeb,"However, Òa number of Airbus employees made or promised success based 
commission payments of approximately Û5 million to Intermediary 5.","Feb 5, 2020"
3 funds honored for innovation at pension conference,https://www.pionline.com/awards/3-funds-honored-innovation-pension-conference,Pensions & Investments,"Airbus employees can also make additional voluntary contributions of up to 
Û25,000 ($27,909) a year. Caisse de prvoyance de l'tat de...","Oct 24, 2019"
The friendly & funny Airbus Beluga XL,https://www.team-bhp.com/news/friendly-funny-airbus-beluga-xl,Team-BHP,"The paint job was selected by 20,000 Airbus employees from 6 design 
choices. The livery makes the aircraft look like a smiling whale.","Jul 4, 2018"
"Germanwings Airbus A320 Crashes in France, 150 Feared Dead",https://www.nbcnews.com/storyline/german-plane-crash/germanwings-passenger-plane-crashes-france-officials-n329076,NBC News,"... investigation into what brought the plane down, adding that the 
""concerns and sympathy"" of Airbus employees goes to all those affected.","Mar 24, 2015"
Airbus bribery: Show me a paragraph indicting Mahama and I ...,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Airbus-bribery-Show-me-a-paragraph-indicting-Mahama-and-I-ll-resign-Sammy-Gyamfi-dares-NPP-1126610,GhanaWeb,"ÒA number of Airbus employees knew that the intermediary was a close 
relative of Government Official 1, who was a key decision-maker in...","Dec 4, 2020"
"Eyeing U.S. and domestic markets, Air Canada unveils first ...",https://montreal.ctvnews.ca/eyeing-u-s-and-domestic-markets-air-canada-unveils-first-airbus-a220-jet-1.4768769,CTV News Montreal,"The hefty order also means consistent work for the 2,700 Airbus employees 
in Mirabel. Chief executive Calin Rovinescu claimed partial credit...","Jan 15, 2020"
"Lear creates, shares return-to-work playbook",https://www.todaysmotorvehicles.com/article/lear-covid-return-to-work-playbook/,Today's Motor Vehicles,"... in Spain following the Royal Decree of March 29, 2020, Airbus employees 
are allowed on site to continue with this essential activity.","Apr 8, 2020"
Huge RAF Airbus A400M visits Chester again,https://www.cheshire-live.co.uk/news/chester-cheshire-news/huge-raf-airbus-a400m-visits-18438266,Cheshire Live,"... an A400M crashed in Seville, Spain, on its first production test flight 
killing four of six Airbus employees aboard. Follow CheshireLive.","Jun 17, 2020"
New Beluga Airplane Is The Cutest Plane Ever,https://www.unilad.co.uk/technology/new-beluga-airplane-is-the-cutest-plane-ever/,UNILAD,"So how did the plane designers settle on using a beluga whale as the 
inspiration for their new plane? They took a vote, of course, giving 
Airbus...","Mar 2, 2019"
More jets made in Mobile? Excitement abounds despite scant ...,https://www.al.com/news/2017/10/more_jets_made_in_mobile_excit.html,AL.com,"He said he thought that prior to Monday's revelation, nobody in Mobile knew 
the announcement was coming except maybe a few Airbus employees.","Oct 17, 2017"
Asset Manager Amedeo Backs Aura's Electric Regional,https://aviationweek.com/aerospace/emerging-technologies/asset-manager-amedeo-backs-auras-electric-regional,Aviation Week,"... startup's planned 19-seat ERA hybrid-electric regional aircraft. 
Founded in 2018 by former Airbus employees, Toulouse-based Aura is.","Oct 19, 2021"
"If airplanes are so full, why not make bigger planes? It's complicated",https://www.dallasnews.com/opinion/commentary/2018/02/09/if-airplanes-are-so-full-why-not-make-bigger-planes-it-s-complicated/,Dallas Morning News,"Airbus employees celebrate as the Gulf airline Emirates' first Airbus A380 
super jumbo is delivered. 4/6Airbus employees celebrate as the...","Feb 9, 2018"
Miami-Dade County: Flight simulator and training capital of the ...,https://markets.businessinsider.com/news/stocks/miami-dade-county-flight-simulator-and-training-capital-of-the-world-1005725026,Markets Insider,"... airline operators in the U.S., Canada and Latin America take courses 
annually in Miami under the direction of 70 Airbus employees.","Oct 26, 2017"
Air industry responds to Russian plane crash as rumours of ...,https://www.prweek.com/article/1370910/air-industry-responds-russian-plane-crash-rumours-terrorism-off,PR Week,"... on the crash, which said that the ""concerns and sympathy of the Airbus 
employees go to all those affected by this tragic accident"".","Nov 2, 2015"
Airbus' Beluga XL nears service: 'The Flying Whale' takes off ...,https://www.traveller.com.au/airbus-beluga-xl-nears-service-the-flying-whale-takes-off-in-wales-h1bhqp,Traveller.com.au,"The whale livery was chosen in a poll of 20,000 Airbus employees. Photo: 
Airbus. 1 of 14. Delivery of the front main deck cargo door will...","Feb 20, 2019"
"The New A350-1000. Virgin Atlantic Cabin Crew Embark on a 12-Hour Flight to 
Nowhere",https://www.paddleyourownkanoo.com/2017/05/17/new-a350-1000-virgin-atlantic-cabin-crew-embark-12-hour-flight-nowhere/,Paddle Your Own Kanoo,"This was an opportunity for Airbus employees to put the aircraft to the 
test in the real-world. How would all the gadgets like the in-flight...","May 17, 2017"
Airbus A320 crashes into sea off France,http://edition.cnn.com/2008/WORLD/europe/11/27/airbus.france.crash/,CNN,"""The concerns and sympathy of the Airbus employees go to the families, 
friends and loved ones affected by the accident."".","Nov 28, 2008"
Stelios offers £5m bounty for easyJet whistleblower,https://www.telegraph.co.uk/business/2020/05/12/stelios-offers-5m-bounty-easyjet-whistleblower/,The Telegraph,"... with the entrepreneur appealing to easyJet suppliers, Airbus employees 
and aircraft financiers and lawyers to come forward.","May 12, 2020"
A320 production 'continues' in Mobile amid international ...,https://www.al.com/news/mobile/2015/11/a320_production_continues_at_m.html,AL.com,"""The concern and sympathies of Airbus employees go to all those affected by 
this accident,"" she added. ""The investigation is ongoing,...","Nov 5, 2015"
"Tony Fernandes And Kamarudin Relinquish Their Positions In AirAsia Amidst 
Bribery Probe",https://says.com/my/news/airasia-s-top-two-executives-have-relinquished-their-roles-amidst-corruption-investigation,SAYS,"It was previously reported that the Serious Fraud Office (SFO) of the 
United Kingdom alleged Airbus employees of securing the sale of 406...","Feb 4, 2020"
"Jet dismantler Aerocycle sees riches in used aircraft, plots expansion",https://montrealgazette.com/business/local-business/aerospace/jet-dismantler-aerocycle-sees-riches-in-used-aircraft-plots-expansion,Montreal Gazette,"... months for Aerocycle and its full-time staff of about 15 to take apart 
a widebody jet such as the Airbus employees are working on now.","Aug 28, 2019"
UPS Airbus A300 Crashes On Approach To Birmingham ...,http://www.nycaviation.com/2013/08/ups-airbus-a300-crashes-on-approach-to-birmingham-airport/30130,NYCAviation -,"The concerns and sympathies of the Airbus employees go out to the families, 
friends and loved ones affected by the accident of Flight 1354.","Aug 14, 2013"
"Mahama: Gallant Military Officers Decided Airbus Deal, No ...",https://www.peacefmonline.com/pages/politics/politics/202006/414848.php,Peace FM,"ÒA number of Airbus employees knew that Intermediary 5 was a close relative 
of Government Official 1, who was a key decision maker in...","Jun 21, 2020"
Aircraft maintenance crews from Airbus strike at RAAF Base,https://www.hawkesburygazette.com.au/story/4254938/airbus-maintenance-crews-strike-at-raaf/,Hawkesbury Gazette,"Airbus employees contracted to Richmond RAAF Base finished their seventh 
day of strike action today, with more than 80 employees gathering...","Oct 27, 2016"
Thousands of German Airbus workers on strike: union,http://www.sknvibes.com/news/newsdetails.cfm/45092,SKNVibes,"Airbus employees hold red cards reading ""We Airbus employees are bitter"" 
(Wir Airbus-BeschÌ_ftigen sind sauer) as they gather in front of...","Oct 7, 2011"
#SpacewatchGL Interviews: Eli Tamanaha of UP42,https://spacewatch.global/2019/08/spacewatchgl-interviews-eli-tamanaha-of-up42/,SpaceWatch.Global,"We have two Airbus employees in the team and they give us a great 
connection with the technical and finance side of the company.","Aug 4, 2019"
